customer_key,customer_id,customer_name,customer_segment,start_date,end_date,is_current,customer_group
435,470,Tony Doyle,Small Business,2010-01-11,,True,B2B
436,471,Ross Simpson,Consumer,2010-02-08,2012-05-08,False,
437,471,Ross Simpson,Corporate,2012-05-09,,True,B2B
438,472,Donna Craven,Consumer,2010-02-08,2012-05-08,False,
439,472,Donna Craven,Corporate,2012-05-09,,True,B2B
440,474,Rita Kahn Ward,Small Business,2011-05-30,,True,B2B
441,475,Rita Spivey,Small Business,2012-02-14,,True,B2B
442,476,Julian Skinner,Corporate,2013-11-08,,True,B2B
443,476,Julian Skinner,Small Business,2012-11-26,2013-11-07,False,
444,477,Randall Schneider,Small Business,2011-11-18,,True,B2B
445,478,Michael Wiggins,Home Office,2011-10-29,,True,B2C
446,478,Michael Wiggins,Small Business,2011-02-08,2011-10-28,False,
447,479,Tim Moore,Small Business,2011-02-08,,True,B2B
448,480,Max Ross Finch,Home Office,2011-10-29,2012-11-28,False,
449,480,Max Ross Finch,Small Business,2012-11-29,,True,B2B
450,482,Marion Stephenson,Corporate,2012-07-04,,True,B2B
451,483,Edgar McKenzie,Corporate,2010-07-27,,True,B2B
452,485,Edward Leonard,Corporate,2010-03-18,,True,B2B
453,486,Tracey Gross,Corporate,2011-09-20,,True,B2B
454,487,Molly Vincent,Corporate,2010-05-18,,True,B2B
455,488,Ronnie Creech,Corporate,2010-05-18,,True,B2B
456,489,Eileen Cheek,Corporate,2010-05-18,,True,B2B
457,490,Jeff Lassiter,Corporate,2013-10-30,,True,B2B
458,491,Toni Swanson,Consumer,2010-05-15,,True,B2C
459,492,Courtney Weber,Consumer,2011-09-10,,True,B2C
460,493,Douglas Buck,Consumer,2010-07-20,,True,B2C
461,494,Jimmy Alston Holder,Consumer,2010-05-15,,True,B2C
462,496,Douglas Gay,Small Business,2011-02-11,,True,B2B
463,497,Steve McKee,Small Business,2010-11-14,,True,B2B
464,499,Anne Coates,Corporate,2012-04-09,,True,B2B
465,500,Brenda Cowan,Corporate,2012-11-02,,True,B2B
466,501,Jacob Duncan,Corporate,2013-08-09,,True,B2B
467,503,Jeanne Woodruff,Small Business,2012-10-12,,True,B2B
468,505,Neil Arnold Kidd,Corporate,2013-01-07,,True,B2B
469,506,Teresa Boyette,Corporate,2013-03-04,,True,B2B
470,507,Carol Saunders,Corporate,2010-10-18,,True,B2B
471,508,Cameron Owens,Corporate,2010-02-23,,True,B2B
472,510,Gregory Rao,Consumer,2011-07-25,,True,B2C
473,510,Gregory Rao,Corporate,2010-01-13,2011-07-24,False,
474,511,Zachary Wu,Consumer,2012-11-11,,True,B2C
475,512,Tim Joseph Dennis,Corporate,2012-04-02,,True,B2B
476,513,Annette Sharpe,Consumer,2012-11-11,,True,B2C
477,514,Meredith Brandon,Consumer,2011-03-24,,True,B2C
478,515,Rosemary Foster,Consumer,2012-11-11,,True,B2C
479,516,Kristine Powell,Corporate,2012-04-02,,True,B2B
480,518,Mark Ritchie,Home Office,2010-12-05,,True,B2C
481,519,Beverly Keith,Home Office,2012-07-12,,True,B2C
482,521,Donald Montgomery,Small Business,2011-12-31,,True,B2B
483,522,Aaron Riggs,Small Business,2010-12-22,,True,B2B
484,524,Gina McKnight,Consumer,2010-07-20,,True,B2C
485,526,April Hu,Home Office,2010-05-25,,True,B2C
486,527,Victor Stevens,Home Office,2012-04-21,,True,B2C
487,528,Martha Jenkins,Home Office,2011-05-11,,True,B2C
488,530,Ian Bean,Corporate,2011-06-04,,True,B2B
489,531,Raymond Hampton,Corporate,2013-04-10,,True,B2B
490,533,Jamie Dixon,Corporate,2011-03-23,,True,B2B
491,534,Geoffrey Ayers,Corporate,2011-09-05,,True,B2B
492,535,Jill Clements,Corporate,2010-10-21,,True,B2B
493,537,Nelson Coley,Corporate,2012-10-10,,True,B2B
494,539,Alice Coley,Small Business,2010-11-14,,True,B2B
495,540,Ruth Lamm,Corporate,2013-08-02,,True,B2B
496,540,Ruth Lamm,Small Business,2010-11-14,2013-08-01,False,
497,542,Jim Shah,Home Office,2011-05-10,,True,B2C
498,543,Theodore Goldstein,Home Office,2012-06-03,,True,B2C
499,544,Doris Starr,Home Office,2011-07-27,,True,B2C
500,546,Pam Francis,Corporate,2011-07-29,,True,B2B
501,547,Henry Ball,Corporate,2010-12-14,,True,B2B
502,549,Dennis Boykin Townsend,Corporate,2010-07-20,,True,B2B
503,550,Edna Monroe Talley,Corporate,2010-07-30,,True,B2B
504,551,Peggy Chan,Corporate,2010-07-30,,True,B2B
505,552,Roger Liu,Corporate,2011-08-13,,True,B2B
506,553,Kristine Connolly,Corporate,2010-08-21,,True,B2B
507,553,Kristine Connolly,Home Office,2010-01-28,2010-08-20,False,
508,554,Lillian Baldwin,Home Office,2011-09-19,,True,B2C
509,555,Walter Young,Corporate,2010-08-21,,True,B2B
510,556,Kristina Sanders,Corporate,2011-07-24,,True,B2B
511,556,Kristina Sanders,Home Office,2010-01-28,2011-07-23,False,
512,558,Lucy Pennington,Home Office,2012-09-17,,True,B2C
513,559,Harvey McDonald,Home Office,2011-12-24,2013-03-15,False,
514,559,Harvey McDonald,Small Business,2013-03-16,,True,B2B
515,560,Hazel Walters,Small Business,2013-04-22,,True,B2B
516,561,Bruce Morton,Corporate,2012-06-17,,True,B2B
517,561,Bruce Morton,Home Office,2011-08-24,2012-06-16,False,
518,562,Keith Fowler,Home Office,2011-01-25,,True,B2C
519,563,Marjorie Pope,Corporate,2012-06-17,,True,B2B
520,563,Marjorie Pope,Home Office,2011-01-25,2012-06-16,False,
521,565,Andrea Oakley,Corporate,2012-03-09,,True,B2B
522,566,Stephanie Pruitt,Corporate,2011-01-14,,True,B2B
523,568,Peter McConnell,Consumer,2010-03-04,,True,B2C
524,569,Andrew Warren,Consumer,2011-10-09,,True,B2C
525,570,Katharine Bass,Consumer,2010-07-13,,True,B2C
526,572,Nancy White,Home Office,2012-09-05,,True,B2C
527,573,Vanessa Winstead,Corporate,2010-08-26,,True,B2B
528,573,Vanessa Winstead,Home Office,2010-03-13,2010-08-25,False,
529,574,Bernice Stanley,Corporate,2013-07-03,,True,B2B
530,576,Gordon Lyon,Corporate,2010-07-13,,True,B2B
531,577,Malcolm Kent,Corporate,2011-03-13,,True,B2B
532,578,Evan K Bullard,Corporate,2010-05-13,,True,B2B
533,579,Marlene Abrams,Corporate,2010-05-13,,True,B2B
534,580,Kathryn Patrick,Corporate,2010-05-13,,True,B2B
535,581,Eugene Curry,Corporate,2013-06-24,,True,B2B
536,582,Heather Rich McClure,Corporate,2011-09-26,,True,B2B
537,583,Michelle Allison,Corporate,2011-03-09,,True,B2B
538,584,Timothy Currie,Corporate,2010-07-21,,True,B2B
539,585,William Larson,Consumer,2011-11-14,,True,B2C
540,585,William Larson,Corporate,2010-05-13,2011-11-13,False,
541,586,Katherine Stokes,Corporate,2012-08-26,,True,B2B
542,587,Herbert Barbour,Corporate,2012-08-26,,True,B2B
543,588,Sean Garner,Corporate,2011-03-13,,True,B2B
544,589,Kay Hendricks,Corporate,2013-06-24,,True,B2B
545,591,Evelyn Blair,Consumer,2011-08-28,,True,B2C
546,592,Eva Silverman,Consumer,2011-03-12,,True,B2C
547,592,Eva Silverman,Small Business,2010-01-17,2011-03-11,False,
548,593,Joel Huffman,Consumer,2011-04-15,,True,B2C
549,593,Joel Huffman,Small Business,2010-01-17,2011-04-14,False,
550,594,Charlie Moore,Consumer,2010-09-15,,True,B2C
551,595,Dana Desai,Consumer,2013-06-28,,True,B2C
552,595,Dana Desai,Small Business,2011-12-30,2013-06-27,False,
553,596,Doris Fitzpatrick,Consumer,2010-02-15,,True,B2C
554,597,Alexandra Wise,Consumer,2012-03-11,,True,B2C
555,597,Alexandra Wise,Small Business,2010-12-10,2012-03-10,False,
556,599,Beverly Barnett,Corporate,2011-06-28,,True,B2B
557,600,Vickie Morse,Corporate,2010-03-13,,True,B2B
558,602,Randall Bynum,Home Office,2013-05-18,,True,B2C
559,602,Randall Bynum,Small Business,2011-02-11,2013-05-17,False,
560,603,Gretchen Ball,Home Office,2010-02-03,2011-02-10,False,
561,603,Gretchen Ball,Small Business,2011-02-11,,True,B2B
562,604,Lindsay P Ashley,Corporate,2010-03-14,2010-07-23,False,
563,604,Lindsay P Ashley,Home Office,2010-07-24,,True,B2C
564,605,Alison Peters Wooten,Corporate,2010-03-14,2012-02-27,False,
565,605,Alison Peters Wooten,Home Office,2012-02-28,,True,B2C
566,606,Tamara Cowan,Home Office,2011-01-11,,True,B2C
567,607,Clara Hauser,Corporate,2011-01-29,,True,B2B
568,608,Daniel Jones,Corporate,2011-03-01,,True,B2B
569,609,Shawn Adler,Corporate,2011-09-14,,True,B2B
570,611,Cathy Weber,Home Office,2012-02-24,,True,B2C
571,613,Lynda Martinez,Home Office,2011-09-17,,True,B2C
572,614,Ricky Kaufman,Home Office,2011-01-12,,True,B2C
573,615,Steven Herring,Home Office,2011-04-11,,True,B2C
574,617,Brett Schultz,Consumer,2010-10-29,,True,B2C
575,618,Robert Cowan,Consumer,2010-09-24,,True,B2C
576,619,Howard Rogers,Consumer,2010-07-07,,True,B2C
577,621,Heather Stern,Home Office,2010-02-26,,True,B2C
578,622,Hazel Khan,Home Office,2010-02-26,,True,B2C
579,623,Jenny Petty,Home Office,2010-10-01,,True,B2C
580,624,Terry Klein,Home Office,2010-10-01,,True,B2C
581,626,Ricky Whitley,Corporate,2011-10-24,,True,B2B
582,627,Scott McKenna,Corporate,2010-10-21,,True,B2B
583,629,Alan Griffith,Small Business,2011-02-06,,True,B2B
584,631,Eddie Riggs,Small Business,2012-10-28,,True,B2B
585,632,Patsy Kane Gardner,Small Business,2012-03-23,,True,B2B
586,633,Gene Harper Herring,Small Business,2012-03-23,,True,B2B
587,635,Juan Justice,Corporate,2010-10-05,,True,B2B
588,636,Gretchen Wiggins,Corporate,2011-01-18,,True,B2B
589,637,Christopher Bryant,Consumer,2010-03-20,,True,B2C
590,638,Brooke Shepherd,Consumer,2010-04-30,,True,B2C
591,639,Lois Rowland,Consumer,2010-02-14,,True,B2C
592,640,Neal Wolfe,Consumer,2010-02-14,,True,B2C
593,642,Jan Cross,Corporate,2011-07-14,,True,B2B
594,643,Phillip Wright,Corporate,2013-06-26,,True,B2B
595,645,Jessie Pugh,Corporate,2012-01-14,,True,B2B
596,646,Robin High,Corporate,2010-06-17,,True,B2B
597,648,Steve O'Brien,Home Office,2010-06-21,,True,B2C
598,649,Roger Meyer,Home Office,2010-11-29,,True,B2C
599,651,Leah Clapp,Consumer,2010-01-07,,True,B2C
600,653,Ann Katz,Consumer,2010-04-16,,True,B2C
601,654,Stacy Briggs,Consumer,2011-03-16,,True,B2C
602,655,Meredith B Sherrill,Consumer,2011-12-19,,True,B2C
603,656,Emma Hayes,Consumer,2013-12-19,,True,B2C
604,657,Derek McCormick,Consumer,2010-01-19,,True,B2C
605,658,Laurence Martinez Rodriguez,Consumer,2013-10-03,,True,B2C
606,659,Marjorie Arthur,Consumer,2010-01-19,,True,B2C
607,661,Emma Leach,Consumer,2011-06-08,,True,B2C
608,663,Hilda Bennett,Home Office,2010-11-29,,True,B2C
609,664,Denise Chapman,Home Office,2013-04-09,,True,B2C
610,665,Miriam Mueller,Corporate,2010-01-16,,True,B2B
611,666,Emily Sims,Corporate,2010-04-22,,True,B2B
612,667,Allison Kirby,Corporate,2010-01-16,,True,B2B
613,669,Amy Shea,Home Office,2010-09-20,,True,B2C
614,670,Lewis Baldwin,Home Office,2010-03-05,,True,B2C
615,672,Brian Leach,Small Business,2010-02-05,,True,B2B
616,673,Paula Joyce Browning,Small Business,2012-07-28,,True,B2B
617,674,Albert Frost,Small Business,2010-07-02,,True,B2B
618,675,Dolores Sigmon,Small Business,2011-08-05,,True,B2B
619,676,Kerry Small,Small Business,2013-08-05,,True,B2B
620,678,Edward McKenzie,Corporate,2010-04-22,,True,B2B
621,679,Katie Dougherty,Corporate,2010-09-04,,True,B2B
622,680,Laurence Poe,Corporate,2010-09-04,,True,B2B
623,681,Allison Cooke,Corporate,2013-10-18,,True,B2B
624,683,Seth Merrill,Small Business,2010-04-07,,True,B2B
625,685,Norman Burnette,Small Business,2011-06-05,,True,B2B
626,686,Pamela Levin,Small Business,2012-01-10,,True,B2B
627,688,Ashley Reese,Small Business,2010-05-16,,True,B2B
628,689,Tommy Honeycutt,Small Business,2010-02-04,,True,B2B
629,691,Alicia Curtis,Consumer,2012-01-03,,True,B2C
630,691,Alicia Curtis,Home Office,2010-03-21,2012-01-02,False,
631,693,Richard McClure,Small Business,2010-03-25,,True,B2B
632,694,Cecil Bray Bush,Home Office,2012-09-23,,True,B2C
633,694,Cecil Bray Bush,Small Business,2011-04-25,2012-09-22,False,
634,695,Alison Jacobson,Small Business,2011-06-07,,True,B2B
635,696,Johnny Reid,Corporate,2010-03-27,,True,B2B
636,697,Adam G Sawyer,Corporate,2010-03-27,,True,B2B
637,698,Nelson Hensley,Corporate,2010-03-27,,True,B2B
638,699,Jenny Gold,Consumer,2010-04-23,,True,B2C
639,700,Joseph Grossman,Consumer,2010-11-20,,True,B2C
640,701,Christine Gardner,Consumer,2011-07-09,,True,B2C
641,702,Kelly O'Connor,Consumer,2010-04-23,,True,B2C
642,703,Victor Knox,Consumer,2011-12-15,,True,B2C
643,704,Leo Jennings,Consumer,2013-04-22,,True,B2C
644,705,Laura Lyon,Consumer,2011-10-22,,True,B2C
645,706,Patrick Reilly,Consumer,2013-04-22,,True,B2C
646,707,William Raynor,Consumer,2012-08-06,,True,B2C
647,708,Marianne Sutton,Consumer,2013-04-22,,True,B2C
648,709,Benjamin Creech,Consumer,2013-07-29,,True,B2C
649,710,Glen Denton,Consumer,2013-07-29,,True,B2C
650,711,Pam Anthony,Consumer,2010-06-06,,True,B2C
651,712,Katie Wood,Consumer,2011-07-23,,True,B2C
652,713,Cecil Nicholson,Consumer,2011-07-23,,True,B2C
653,714,Seth Stanton,Consumer,2013-06-06,,True,B2C
654,716,Norma Kendall,Corporate,2011-04-10,,True,B2B
655,717,Calvin Strickland,Corporate,2011-02-11,,True,B2B
656,718,Jimmy Hsu,Corporate,2011-02-11,,True,B2B
657,719,Stephen Lam,Corporate,2010-08-31,,True,B2B
658,721,Melvin Duke,Corporate,2010-06-24,,True,B2B
659,722,Kara Tyler,Corporate,2013-09-18,,True,B2B
660,724,Beverly Cooke Brooks,Consumer,2010-03-15,,True,B2C
661,725,April Bond,Consumer,2011-10-16,,True,B2C
662,726,Elisabeth Joyner,Consumer,2011-04-29,,True,B2C
663,727,Lindsay Link,Consumer,2010-03-15,,True,B2C
664,728,Constance Vogel,Consumer,2013-06-07,,True,B2C
665,729,Toni Mayo,Consumer,2012-12-08,,True,B2C
666,730,Vickie Monroe,Consumer,2011-04-29,,True,B2C
667,731,June Herbert,Consumer,2010-10-26,,True,B2C
668,732,Jamie Combs,Consumer,2012-12-08,,True,B2C
669,733,James Mercer,Consumer,2011-04-29,,True,B2C
670,734,Esther Gill Norman,Consumer,2012-08-21,,True,B2C
671,735,Kristen Wells,Consumer,2012-08-21,,True,B2C
672,736,Meredith Walters,Consumer,2010-06-15,,True,B2C
673,737,Danny Vaughn,Consumer,2010-06-07,,True,B2C
674,738,Peggy Rowe,Consumer,2010-06-15,,True,B2C
675,739,Herbert Gentry,Consumer,2012-08-21,,True,B2C
676,740,Sean Pratt,Consumer,2011-10-16,,True,B2C
677,741,Stacey Hale,Consumer,2010-06-15,,True,B2C
678,742,Robin Mathews,Consumer,2012-08-21,,True,B2C
679,744,Joy Maxwell,Consumer,2010-07-17,,True,B2C
680,744,Joy Maxwell,Corporate,2010-01-28,2010-07-16,False,
681,745,Mary Page,Consumer,2010-07-17,2012-08-07,False,
682,745,Mary Page,Corporate,2012-08-08,,True,B2B
683,746,Lindsay York,Consumer,2013-11-19,,True,B2C
684,746,Lindsay York,Corporate,2011-08-19,2013-11-18,False,
685,749,Seth Berry,Corporate,2012-11-10,,True,B2B
686,750,Jordan Wilkinson,Corporate,2010-01-12,,True,B2B
687,751,David Wrenn,Corporate,2010-02-27,,True,B2B
688,753,Elisabeth Massey,Corporate,2010-09-11,,True,B2B
689,754,Helen Lyons,Consumer,2010-10-12,,True,B2C
690,754,Helen Lyons,Corporate,2010-06-04,2010-10-11,False,
691,756,Sandra Howe,Home Office,2011-05-14,,True,B2C
692,757,Neil Hogan,Home Office,2010-08-11,,True,B2C
693,759,Bernice F Day,Small Business,2010-05-29,,True,B2B
694,760,Ben Reid Bland,Small Business,2011-02-02,,True,B2B
695,762,Stuart Holloway,Small Business,2010-10-27,,True,B2B
696,764,Judy Kirk,Consumer,2013-04-16,,True,B2C
697,765,Ruby Goodwin,Consumer,2013-05-12,,True,B2C
698,767,Jeffrey Mueller,Corporate,2010-01-30,,True,B2B
699,768,Nathan Lowry Shea,Corporate,2011-12-07,,True,B2B
700,770,Geraldine Puckett,Small Business,2010-09-19,,True,B2B
701,771,Deborah Paul,Small Business,2010-09-19,,True,B2B
702,772,Jean Webster,Small Business,2010-01-14,,True,B2B
703,773,Erica Bynum,Small Business,2012-06-03,,True,B2B
704,775,Faye Woods,Home Office,2013-03-01,,True,B2C
705,776,Holly Love Butler,Home Office,2011-10-03,,True,B2C
706,777,Zachary Yu,Home Office,2011-08-16,,True,B2C
707,778,Debra Stone,Home Office,2011-08-16,,True,B2C
708,779,Marvin Roberson,Home Office,2011-08-16,,True,B2C
709,780,Elisabeth Thompson,Home Office,2012-10-26,,True,B2C
710,782,Sarah N Becker,Small Business,2010-04-29,,True,B2B
711,783,Carlos Byrd,Small Business,2010-01-06,,True,B2B
712,784,Marshall Riddle,Small Business,2013-03-03,,True,B2B
713,786,Jason Bray,Home Office,2010-04-06,,True,B2C
714,787,Kristen Callahan,Home Office,2011-12-17,,True,B2C
715,788,Laurie Boyd,Home Office,2013-03-03,,True,B2C
716,790,Calvin Harrison,Corporate,2012-02-25,,True,B2B
717,791,Samuel Moss,Corporate,2012-02-25,,True,B2B
718,792,Holly Pate,Corporate,2010-06-21,,True,B2B
719,794,Vincent Kenney,Corporate,2013-05-21,,True,B2B
720,796,Amanda Conner,Corporate,2010-03-11,2012-06-28,False,
721,796,Amanda Conner,Small Business,2012-06-29,,True,B2B
722,797,Eileen Riddle,Corporate,2010-06-01,2013-04-04,False,
723,797,Eileen Riddle,Small Business,2013-04-05,,True,B2B
724,799,Lee McKenna Gregory,Consumer,2010-01-06,,True,B2C
725,800,Cheryl Guthrie,Consumer,2010-09-28,,True,B2C
726,801,Leonard Daly,Consumer,2012-04-23,,True,B2C
727,803,Marianne Goldstein,Small Business,2010-10-29,,True,B2B
728,804,Kim Ellington,Small Business,2012-07-13,,True,B2B
729,805,Ralph Harding,Small Business,2011-05-04,,True,B2B
730,806,Judy Singer,Small Business,2010-07-09,,True,B2B
731,807,Edgar McLeod,Small Business,2012-03-16,,True,B2B
732,808,Ken Woodward,Small Business,2013-07-09,,True,B2B
733,810,Jesse Atkinson,Consumer,2011-01-28,,True,B2C
734,811,Brett Sparks,Corporate,2012-09-09,,True,B2B
735,812,Stanley Lowe,Corporate,2013-05-12,,True,B2B
736,813,Stacy Wilkinson,Corporate,2012-12-29,,True,B2B
737,814,Eddie Chandler,Consumer,2011-08-17,,True,B2C
738,815,Stacy Reddy,Corporate,2011-10-16,,True,B2B
739,816,Joel Willard,Consumer,2012-09-19,,True,B2C
740,817,Rhonda Wong,Consumer,2011-08-17,,True,B2C
741,819,Keith Forbes,Small Business,2012-12-27,,True,B2B
742,820,Catherine Mullins,Small Business,2010-05-21,,True,B2B
743,822,Sara Perkins,Small Business,2013-11-26,,True,B2B
744,823,Christian Albright,Small Business,2010-07-12,,True,B2B
745,824,Joann Moser,Home Office,2011-07-18,,True,B2C
746,824,Joann Moser,Small Business,2010-07-12,2011-07-17,False,
747,825,Marvin Hunt,Home Office,2010-11-21,2012-01-26,False,
748,825,Marvin Hunt,Small Business,2012-01-27,,True,B2B
749,826,Ronnie Shaffer,Home Office,2013-04-01,,True,B2C
750,826,Ronnie Shaffer,Small Business,2013-01-20,2013-03-31,False,
751,827,Sheryl Marsh,Home Office,2010-11-25,,True,B2C
752,829,Monica Law Thompson,Corporate,2010-08-22,,True,B2B
753,830,Douglas Sutton,Corporate,2010-01-24,,True,B2B
754,831,Lindsay McGuire,Corporate,2012-04-21,,True,B2B
755,831,Lindsay McGuire,Home Office,2011-04-01,2012-04-20,False,
756,833,Gerald Love,Corporate,2010-01-09,,True,B2B
757,834,Michael Carr,Corporate,2013-07-26,,True,B2B
758,835,Mitchell Hubbard,Corporate,2012-01-13,,True,B2B
759,836,Glen Stein,Corporate,2013-04-24,,True,B2B
760,838,Gary Walton,Consumer,2011-08-08,,True,B2C
761,840,Kevin Daly,Corporate,2011-04-12,,True,B2B
762,841,Cameron Page,Corporate,2012-08-23,,True,B2B
763,842,Judith Stanton,Corporate,2013-10-22,,True,B2B
764,843,Jamie Watkins,Corporate,2013-06-19,,True,B2B
765,844,Eddie Li,Corporate,2012-08-23,,True,B2B
766,845,Maureen Bradley,Corporate,2013-10-22,,True,B2B
767,846,Kyle Goodman,Corporate,2012-08-23,,True,B2B
768,847,Bill O'Neill,Corporate,2013-06-19,,True,B2B
769,848,Jennifer Brandon,Corporate,2012-12-14,,True,B2B
770,850,Jesse Hutchinson,Corporate,2010-09-07,2012-07-15,False,
771,850,Jesse Hutchinson,Small Business,2012-07-16,,True,B2B
772,851,Helen H Heller,Corporate,2010-02-25,,True,B2B
773,852,Virginia Mason Klein,Small Business,2013-10-04,,True,B2B
774,853,Leah Davenport,Corporate,2012-05-22,,True,B2B
775,853,Leah Davenport,Small Business,2010-09-16,2012-05-21,False,
776,854,Karen Hendricks,Corporate,2010-10-31,,True,B2B
777,855,Jacob Lanier,Corporate,2010-10-31,,True,B2B
778,856,Carla S Austin,Small Business,2013-10-04,,True,B2B
779,857,Mildred Peacock,Small Business,2013-08-27,,True,B2B
780,858,Arthur Brady,Corporate,2010-10-31,,True,B2B
781,859,Denise Arthur,Small Business,2013-08-27,,True,B2B
782,860,Eugene Simmons,Small Business,2013-08-27,,True,B2B
783,862,Vivian Hodge,Corporate,2011-09-14,,True,B2B
784,863,Sharon Dickinson,Corporate,2012-09-07,,True,B2B
785,865,Dana Burgess,Corporate,2010-05-27,,True,B2B
786,866,Joyce Knowles,Corporate,2011-03-02,,True,B2B
787,868,Sharon Ellis,Corporate,2010-02-25,,True,B2B
788,870,Hugh Brock,Home Office,2011-10-29,,True,B2C
789,871,Sandy Ellington,Home Office,2010-03-15,,True,B2C
790,873,Robyn Goodwin,Small Business,2013-04-14,,True,B2B
791,874,Andrew Beard,Small Business,2011-03-30,,True,B2B
792,875,Erika Fink,Small Business,2010-08-21,,True,B2B
793,877,Christian Branch,Corporate,2013-03-14,,True,B2B
794,878,Alan Briggs,Corporate,2013-09-28,,True,B2B
795,880,Ellen Beck,Small Business,2010-03-25,,True,B2B
796,881,Jerry Barnes Nelson,Small Business,2011-05-24,,True,B2B
797,883,Alex Harding,Consumer,2013-09-20,,True,B2C
798,883,Alex Harding,Home Office,2011-09-15,2013-09-19,False,
799,884,Kristina Grimes,Corporate,2013-05-16,,True,B2B
800,885,Malcolm Robertson,Consumer,2013-05-20,,True,B2C
801,885,Malcolm Robertson,Corporate,2010-11-24,2013-05-19,False,
802,886,Betty Barbour,Consumer,2013-02-05,,True,B2C
803,886,Betty Barbour,Corporate,2011-12-12,2013-02-04,False,
804,886,Betty Barbour,Home Office,2011-08-17,2011-12-11,False,
805,887,Cindy Hinton,Consumer,2013-08-14,2013-11-08,False,
806,887,Cindy Hinton,Corporate,2012-09-15,2013-08-13,False,
807,887,Cindy Hinton,Home Office,2013-11-09,,True,B2C
808,888,Phyllis Adcock,Consumer,2011-08-14,,True,B2C
809,889,Elsie G Ferguson,Consumer,2013-01-26,,True,B2C
810,889,Elsie G Ferguson,Corporate,2011-03-05,2013-01-25,False,
811,889,Elsie G Ferguson,Home Office,2011-02-21,2011-03-04,False,
812,890,Billie Fowler,Consumer,2010-01-05,2012-10-31,False,
813,890,Billie Fowler,Home Office,2012-11-01,,True,B2C
814,892,Marilyn Baxter,Consumer,2013-05-19,,True,B2C
815,893,Mike Wilder,Consumer,2012-05-19,,True,B2C
816,894,Gail Rankin Cole,Corporate,2010-01-10,,True,B2B
817,895,Gordon Sutherland,Corporate,2012-05-01,,True,B2B
818,896,Jennifer Siegel,Corporate,2010-01-10,,True,B2B
819,897,Daniel Sigmon,Small Business,2013-04-02,,True,B2B
820,898,Harriet Hodges,Small Business,2010-07-12,,True,B2B
821,899,Jordan Berry,Small Business,2010-07-12,,True,B2B
822,901,Lester Wilcox,Consumer,2011-05-17,,True,B2C
823,902,Diane Blanton,Consumer,2013-09-12,,True,B2C
824,903,Francis Spivey,Consumer,2010-09-12,,True,B2C
825,904,Rebecca Morrow,Consumer,2013-01-10,,True,B2C
826,905,Julian Richards,Consumer,2013-03-09,,True,B2C
827,907,Rachel Casey,Home Office,2010-02-26,,True,B2C
828,908,Becky Page Cline,Home Office,2013-07-29,,True,B2C
829,910,Carla Hauser,Corporate,2010-05-14,,True,B2B
830,911,Marsha P Joyner,Corporate,2010-01-31,,True,B2B
831,913,Warren Carver,Corporate,2012-06-25,2013-12-01,False,
832,913,Warren Carver,Home Office,2013-12-02,,True,B2C
833,914,Marianne Cochran,Corporate,2013-07-07,,True,B2B
834,914,Marianne Cochran,Home Office,2011-11-24,2013-07-06,False,
835,915,Carol Sherrill,Corporate,2013-07-04,,True,B2B
836,915,Carol Sherrill,Home Office,2010-01-04,2013-07-03,False,
837,916,Marion Wilcox,Corporate,2010-07-04,,True,B2B
838,918,Kerry Jernigan,Consumer,2010-04-12,2010-11-19,False,
839,918,Kerry Jernigan,Corporate,2010-11-20,,True,B2B
840,919,Tracy Livingston,Consumer,2010-04-12,2012-02-19,False,
841,919,Tracy Livingston,Corporate,2012-02-20,,True,B2B
842,920,Jessie Kelly,Consumer,2010-04-12,,True,B2C
843,920,Jessie Kelly,Corporate,2010-03-27,2010-04-11,False,
844,922,Dolores Abrams,Small Business,2010-05-20,,True,B2B
845,923,Dana Heller,Small Business,2011-05-28,,True,B2B
846,924,Sue Stevenson,Small Business,2013-05-28,,True,B2B
847,925,Ruth Dudley,Small Business,2010-04-06,,True,B2B
848,926,Rose Starr,Small Business,2011-10-31,,True,B2B
849,927,Alvin Frost,Small Business,2012-12-30,,True,B2B
850,928,Jan Massey,Small Business,2011-01-13,,True,B2B
851,929,Calvin Conway,Small Business,2010-04-06,,True,B2B
852,930,Ethel Curry,Small Business,2013-04-06,,True,B2B
853,931,Norma Hull,Small Business,2013-07-19,,True,B2B
854,932,Bobby Walker,Small Business,2011-10-31,,True,B2B
855,933,Mark Puckett,Small Business,2012-12-30,,True,B2B
856,934,Greg McKinney,Small Business,2011-10-31,,True,B2B
857,936,Robyn Garner,Corporate,2010-02-17,,True,B2B
858,937,Kelly Shaw,Corporate,2010-12-27,,True,B2B
859,939,Jessie Goldberg,Home Office,2013-09-03,,True,B2C
860,940,Albert Maxwell,Home Office,2010-04-14,,True,B2C
861,941,Nicole Jacobson,Consumer,2013-02-05,2013-08-22,False,
862,941,Nicole Jacobson,Home Office,2013-08-23,,True,B2C
863,942,Jackie Neal,Home Office,2011-10-19,,True,B2C
864,943,Howard Elliott,Home Office,2011-11-25,,True,B2C
865,945,Stephanie Sun Perry,Home Office,2010-09-06,,True,B2C
866,946,Denise Parks,Home Office,2010-09-01,,True,B2C
867,947,Dorothy Buchanan,Home Office,2010-07-11,,True,B2C
868,948,Rosemary Giles Case,Home Office,2011-07-20,,True,B2C
869,949,Ernest Oh,Consumer,2010-01-02,,True,B2C
870,950,Jane Shah,Consumer,2010-01-02,,True,B2C
