Order ID,Customer ID,Customer Name,Region,State or Province,City,Postal Code,Customer Segment,Order Priority,Ship Mode,Product Category,Product Sub-Category,Product Container,Product Name,Order Date,Ship Date,Discount,Unit Price,Discount Amount,Discount Price,Shipping Cost,Quantity
90167,896,Jennifer Siegel,Central,Texas,Denton,76201,Corporate,Critical,Regular Air,Technology,Computer Peripherals,Small Pack,"DS/HD IBM Formatted Diskettes, 200/Pack - Staples",12/20/2010,12/22/2010,0.06,47.98,2.88,45.10,3.61,11
90168,896,Jennifer Siegel,Central,Texas,Denton,76201,Corporate,Critical,Regular Air,Office Supplies,Paper,Small Box,Xerox 221,1/9/2012,1/11/2012,0.02,6.48,0.13,6.35,6.41,11
90168,896,Jennifer Siegel,Central,Texas,Denton,76201,Corporate,Critical,Delivery Truck,Office Supplies,Storage & Organization,Jumbo Drum,"Tennsco Lockers, Sand",1/9/2012,1/11/2012,0.05,20.98,1.05,19.93,45,11
90174,896,Jennifer Siegel,Central,Texas,Denton,76201,Corporate,Medium,Regular Air,Technology,Telephones and Communication,Wrap Bag,Accessory21,12/25/2013,12/26/2013,0.05,20.99,1.05,19.94,0.99,8
90174,896,Jennifer Siegel,Central,Texas,Denton,76201,Corporate,Medium,Regular Air,Technology,Telephones and Communication,Small Box,StarTAC 6500,12/25/2013,12/28/2013,0.05,125.99,6.30,119.69,8.8,3
86266,897,Daniel Sigmon,South,Florida,Belle Glade,33430,Small Business,Medium,Regular Air,Office Supplies,Storage & Organization,Small Box,"Tenex Personal Project File with Scoop Front Design, Black",4/2/2013,4/4/2013,0.1,13.48,1.35,12.13,4.51,11
33635,898,Harriet Hodges,East,New York,New York City,10039,Small Business,High,Delivery Truck,Technology,Office Machines,Jumbo Drum,Lexmark Z55se Color Inkjet Printer,7/12/2010,7/13/2010,0.04,90.97,3.64,87.33,28,6
33635,898,Harriet Hodges,East,New York,New York City,10039,Small Business,High,Regular Air,Office Supplies,Storage & Organization,Large Box,Tennsco Commercial Shelving,7/12/2010,7/13/2010,0.07,20.34,1.42,18.92,35,5
9606,898,Harriet Hodges,East,New York,New York City,10039,Small Business,Not Specified,Regular Air,Office Supplies,Labels,Small Box,Round Specialty Laser Printer Labels,7/27/2010,7/27/2010,0.02,12.53,0.25,12.28,0.49,47
9606,898,Harriet Hodges,East,New York,New York City,10039,Small Business,Not Specified,Express Air,Office Supplies,Paper,Wrap Bag,Array® Memo Cubes,7/27/2010,7/29/2010,0.07,5.18,0.36,4.82,2.04,44
454,898,Harriet Hodges,East,New York,New York City,10039,Small Business,Low,Regular Air,Office Supplies,Rubber Bands,Wrap Bag,Staples Bulk Pack Metal Binder Clips,12/26/2012,12/28/2012,0.09,6.08,0.55,5.53,1.82,84
35045,898,Harriet Hodges,East,New York,New York City,10039,Small Business,Medium,Regular Air,Office Supplies,Storage & Organization,Small Box,"Tenex Personal Project File with Scoop Front Design, Black",4/2/2013,4/4/2013,0.1,13.48,1.35,12.13,4.51,44
86263,899,Jordan Berry,East,Pennsylvania,Altoona,16602,Small Business,High,Delivery Truck,Technology,Office Machines,Jumbo Drum,Lexmark Z55se Color Inkjet Printer,7/12/2010,7/13/2010,0.04,90.97,3.64,87.33,28,2
86263,899,Jordan Berry,East,Pennsylvania,Altoona,16602,Small Business,High,Regular Air,Office Supplies,Storage & Organization,Large Box,Tennsco Commercial Shelving,7/12/2010,7/13/2010,0.07,20.34,1.42,18.92,35,1
86264,899,Jordan Berry,East,Pennsylvania,Altoona,16602,Small Business,Not Specified,Regular Air,Office Supplies,Labels,Small Box,Round Specialty Laser Printer Labels,7/27/2010,7/27/2010,0.02,12.53,0.25,12.28,0.49,12
86264,899,Jordan Berry,East,Pennsylvania,Altoona,16602,Small Business,Not Specified,Express Air,Office Supplies,Paper,Wrap Bag,Array® Memo Cubes,7/27/2010,7/29/2010,0.07,5.18,0.36,4.82,2.04,11
86265,899,Jordan Berry,East,Pennsylvania,Altoona,16602,Small Business,Low,Regular Air,Office Supplies,Rubber Bands,Wrap Bag,Staples Bulk Pack Metal Binder Clips,12/26/2012,12/28/2012,0.09,6.08,0.55,5.53,1.82,21
90807,901,Lester Wilcox,West,California,Modesto,95351,Consumer,Low,Delivery Truck,Technology,Office Machines,Jumbo Drum,Epson LQ-570e Dot Matrix Printer,5/17/2011,5/24/2011,0.01,270.97,2.71,268.26,28.06,11
90808,901,Lester Wilcox,West,California,Modesto,95351,Consumer,High,Express Air,Furniture,Office Furnishings,Wrap Bag,Eldon Radial Chair Mat for Low to Medium Pile Carpets,7/9/2011,7/11/2011,0.09,39.98,3.60,36.38,9.2,11
90809,901,Lester Wilcox,West,California,Modesto,95351,Consumer,Not Specified,Regular Air,Office Supplies,Rubber Bands,Wrap Bag,OIC Thumb-Tacks,12/18/2011,12/20/2011,0.06,1.14,0.07,1.07,0.7,19
90810,901,Lester Wilcox,West,California,Modesto,95351,Consumer,High,Regular Air,Office Supplies,Binders and Binder Accessories,Small Box,"Acco Four Pocket Poly Ring Binder with Label Holder, Smoke, 1""",9/19/2012,9/21/2012,0.06,7.45,0.45,7.00,6.28,6
90813,902,Diane Blanton,East,Maine,Augusta,4330,Consumer,Not Specified,Regular Air,Office Supplies,Labels,Small Box,Avery 508,9/12/2013,9/12/2013,0.08,4.91,0.39,4.52,0.5,10
90806,903,Francis Spivey,East,Massachusetts,Wilmington,1887,Consumer,Not Specified,Regular Air,Office Supplies,Binders and Binder Accessories,Small Box,Avery Hanging File Binders,9/12/2010,9/14/2010,0,5.98,0.00,5.98,1.49,18
90811,904,Rebecca Morrow,East,New Jersey,Elizabeth,7201,Consumer,Critical,Delivery Truck,Office Supplies,Storage & Organization,Jumbo Drum,"Sauder Facets Collection Locker/File Cabinet, Sky Alder Finish",1/10/2013,1/12/2013,0.09,370.98,33.39,337.59,99,10
90812,905,Julian Richards,East,New Jersey,Paramus,7652,Consumer,Low,Regular Air,Office Supplies,Pens & Art Supplies,Wrap Bag,"Avery Hi-Liter Comfort Grip Fluorescent Highlighter, Yellow Ink",3/9/2013,3/11/2013,0.09,1.95,0.18,1.77,1.63,6
86459,907,Rachel Casey,South,Kentucky,Henderson,42420,Home Office,Critical,Regular Air,Technology,Telephones and Communication,Wrap Bag,Accessory41,2/26/2010,2/27/2010,0.09,35.99,3.24,32.75,5.99,5
86460,907,Rachel Casey,South,Kentucky,Henderson,42420,Home Office,Medium,Regular Air,Office Supplies,Pens & Art Supplies,Wrap Bag,12 Colored Short Pencils,12/17/2010,12/19/2010,0.09,2.6,0.23,2.37,2.4,12
86461,907,Rachel Casey,South,Kentucky,Henderson,42420,Home Office,Critical,Regular Air,Office Supplies,Paper,Small Box,Xerox 1949,6/16/2012,6/17/2012,0.08,4.98,0.40,4.58,4.72,7
86462,907,Rachel Casey,South,Kentucky,Henderson,42420,Home Office,Not Specified,Express Air,Office Supplies,Paper,Small Box,Xerox 1971,3/28/2013,3/30/2013,0.02,4.28,0.09,4.19,5.17,3
86462,907,Rachel Casey,South,Kentucky,Henderson,42420,Home Office,Not Specified,Regular Air,Technology,Telephones and Communication,Small Pack,Accessory9,3/28/2013,3/30/2013,0,35.99,0.00,35.99,3.3,11
86463,908,Becky Page Cline,South,Kentucky,Hopkinsville,42240,Home Office,Medium,Regular Air,Technology,Computer Peripherals,Small Pack,"3.5"" IBM Formatted Diskettes, DS/HD",7/29/2013,7/31/2013,0.02,6.6,0.13,6.47,4.07,14
86463,908,Becky Page Cline,South,Kentucky,Hopkinsville,42240,Home Office,Medium,Express Air,Technology,Telephones and Communication,Small Box,300 Series Non-Flip,7/29/2013,7/31/2013,0.02,155.99,3.12,152.87,8.08,8
86464,908,Becky Page Cline,South,Kentucky,Hopkinsville,42240,Home Office,Not Specified,Regular Air,Technology,Computer Peripherals,Small Pack,"80 Minute Slim Jewel Case CD-R , 10/Pack - Staples",12/8/2013,12/9/2013,0.06,8.33,0.50,7.83,1.99,4
86464,908,Becky Page Cline,South,Kentucky,Hopkinsville,42240,Home Office,Not Specified,Regular Air,Office Supplies,Pens & Art Supplies,Small Box,Hunt Boston® Vacuum Mount KS Pencil Sharpener,12/8/2013,12/10/2013,0.01,34.99,0.35,34.64,7.73,5
90187,910,Carla Hauser,South,Arkansas,Texarkana,71854,Corporate,Critical,Regular Air,Office Supplies,Paper,Small Box,Xerox 1954,5/14/2010,5/14/2010,0,5.28,0.00,5.28,5.61,15
90188,910,Carla Hauser,South,Arkansas,Texarkana,71854,Corporate,Critical,Delivery Truck,Furniture,Chairs & Chairmats,Jumbo Drum,Global Deluxe Office Fabric Chairs,3/13/2011,3/14/2011,0.08,95.98,7.68,88.30,58.2,7
90185,911,Marsha P Joyner,East,West Virginia,Wheeling,26003,Corporate,Not Specified,Regular Air,Office Supplies,Paper,Wrap Bag,"Rediform Wirebound ""Phone Memo"" Message Book, 11 x 5-3/4",1/31/2010,2/2/2010,0.05,7.64,0.38,7.26,5.83,2
90185,911,Marsha P Joyner,East,West Virginia,Wheeling,26003,Corporate,Not Specified,Delivery Truck,Furniture,Tables,Jumbo Box,BoxOffice By Design Rectangular and Half-Moon Meeting Room Tables,1/31/2010,2/1/2010,0.04,218.75,8.75,210.00,69.64,10
90186,911,Marsha P Joyner,East,West Virginia,Wheeling,26003,Corporate,High,Regular Air,Office Supplies,Storage & Organization,Small Box,"Advantus 10-Drawer Portable Organizer, Chrome Metal Frame, Smoke Drawers",4/4/2010,4/6/2010,0.01,59.76,0.60,59.16,9.71,8
90188,911,Marsha P Joyner,East,West Virginia,Wheeling,26003,Corporate,Critical,Regular Air,Office Supplies,Paper,Small Box,Xerox 1885,3/13/2011,3/14/2011,0.07,48.04,3.36,44.68,7.23,8
86361,913,Warren Carver,East,Maryland,Camp Springs,20746,Corporate,Low,Regular Air,Office Supplies,Binders and Binder Accessories,Small Box,Catalog Binders with Expanding Posts,6/25/2012,6/30/2012,0.09,67.28,6.06,61.22,19.99,19
86361,913,Warren Carver,East,Maryland,Camp Springs,20746,Corporate,Low,Regular Air,Office Supplies,Binders and Binder Accessories,Small Box,Economy Binders,6/25/2012,6/30/2012,0.1,2.08,0.21,1.87,1.49,8
86361,913,Warren Carver,East,Maryland,Camp Springs,20746,Corporate,Low,Regular Air,Technology,Computer Peripherals,Small Box,"Micro Innovations Micro 3000 Keyboard, Black",6/25/2012,7/2/2012,0.01,26.31,0.26,26.05,5.89,8
86361,913,Warren Carver,East,Maryland,Camp Springs,20746,Corporate,Low,Regular Air,Furniture,Office Furnishings,Small Box,Regeneration Desk Collection,6/25/2012,6/25/2012,0.05,1.76,0.09,1.67,4.86,5
86366,913,Warren Carver,East,Maryland,Camp Springs,20746,Corporate,High,Regular Air,Furniture,Office Furnishings,Small Pack,Nu-Dell Leatherette Frames,11/30/2013,12/2/2013,0,14.34,0.00,14.34,5,37
86366,913,Warren Carver,East,Maryland,Camp Springs,20746,Corporate,High,Delivery Truck,Furniture,Tables,Jumbo Box,Balt Split Level Computer Training Table,11/30/2013,12/1/2013,0.07,138.75,9.71,129.04,52.42,22
86367,913,Warren Carver,East,Maryland,Camp Springs,20746,Home Office,Medium,Regular Air,Technology,Computer Peripherals,Small Pack,"Verbatim DVD-R, 3.95GB, SR, Mitsubishi Branded, Jewel",12/2/2013,12/2/2013,0.03,22.24,0.67,21.57,1.99,25
86358,914,Marianne Cochran,Central,Texas,Brownsville,78521,Home Office,Medium,Regular Air,Office Supplies,Paper,Small Box,Staples Copy Paper (20Lb. and 84 Bright),11/24/2011,11/25/2011,0.06,4.98,0.30,4.68,4.7,6
86358,914,Marianne Cochran,Central,Texas,Brownsville,78521,Home Office,Medium,Regular Air,Office Supplies,Pens & Art Supplies,Wrap Bag,Col-Erase® Pencils with Erasers,11/24/2011,11/26/2011,0.04,6.08,0.24,5.84,1.17,26
86359,914,Marianne Cochran,Central,Texas,Brownsville,78521,Home Office,Low,Express Air,Furniture,Office Furnishings,Medium Box,Eldon ClusterMat Chair Mat with Cordless Antistatic Protection,2/7/2012,2/14/2012,0.04,90.98,3.64,87.34,56.2,10
86360,914,Marianne Cochran,Central,Texas,Brownsville,78521,Home Office,Critical,Regular Air,Office Supplies,Binders and Binder Accessories,Small Box,"Avery Trapezoid Ring Binder, 3"" Capacity, Black, 1040 sheets",4/17/2012,4/17/2012,0.03,40.98,1.23,39.75,2.99,13
86363,914,Marianne Cochran,Central,Texas,Brownsville,78521,Home Office,High,Regular Air,Office Supplies,Storage & Organization,Small Box,Eldon Shelf Savers™ Cubes and Bins,3/12/2013,3/13/2013,0.06,6.98,0.42,6.56,9.69,8
86365,914,Marianne Cochran,Central,Texas,Brownsville,78521,Corporate,Low,Express Air,Office Supplies,Binders and Binder Accessories,Small Box,Avery Binder Labels,7/7/2013,7/12/2013,0.09,3.89,0.35,3.54,7.01,11
86367,914,Marianne Cochran,Central,Texas,Brownsville,78521,Home Office,Medium,Regular Air,Office Supplies,Labels,Small Box,Avery 474,12/2/2013,12/3/2013,0.02,2.88,0.06,2.82,0.99,11
86356,915,Carol Sherrill,Central,Texas,Bryan,77803,Home Office,High,Delivery Truck,Furniture,Chairs & Chairmats,Jumbo Drum,Office Star - Professional Matrix Back Chair with 2-to-1 Synchro Tilt and Mesh Fabric Seat,1/4/2010,1/5/2010,0.06,350.98,21.06,329.92,30,1
86360,915,Carol Sherrill,Central,Texas,Bryan,77803,Home Office,Critical,Regular Air,Office Supplies,Appliances,Small Box,"Eureka Hand Vacuum, Bagless",4/17/2012,4/17/2012,0.05,49.43,2.47,46.96,19.99,4
86362,915,Carol Sherrill,Central,Texas,Bryan,77803,Home Office,High,Regular Air,Office Supplies,Binders and Binder Accessories,Small Box,Avery Legal 4-Ring Binder,12/4/2012,12/6/2012,0.07,20.98,1.47,19.51,1.49,17
86364,915,Carol Sherrill,Central,Texas,Bryan,77803,Corporate,Low,Regular Air,Office Supplies,Envelopes,Small Box,"Recycled Interoffice Envelopes with String and Button Closure, 10 x 13",7/4/2013,7/6/2013,0.04,23.99,0.96,23.03,6.71,7
86357,916,Marion Wilcox,Central,Texas,Burleson,76028,Corporate,Low,Regular Air,Office Supplies,Storage & Organization,Small Box,Fellowes Super Stor/Drawer® Files,7/4/2010,7/11/2010,0.05,161.55,8.08,153.47,19.99,3
86364,916,Marion Wilcox,Central,Texas,Burleson,76028,Corporate,Low,Regular Air,Office Supplies,Paper,Small Box,Xerox 1908,7/4/2013,7/8/2013,0.09,55.98,5.04,50.94,4.86,5
86364,916,Marion Wilcox,Central,Texas,Burleson,76028,Corporate,Low,Regular Air,Furniture,Tables,Large Box,Hon 5100 Series Wood Tables,7/4/2013,7/6/2013,0.07,290.98,20.37,270.61,69,5
90492,918,Kerry Jernigan,West,California,Rancho Cucamonga,91730,Consumer,High,Regular Air,Office Supplies,Storage & Organization,Small Box,Steel Personal Filing/Posting Tote,4/12/2010,4/14/2010,0.05,35.51,1.78,33.73,6.31,2
90493,918,Kerry Jernigan,West,California,Rancho Cucamonga,91730,Corporate,Critical,Delivery Truck,Furniture,Bookcases,Jumbo Box,O'Sullivan 3-Shelf Heavy-Duty Bookcases,11/20/2010,11/21/2010,0.09,58.14,5.23,52.91,36.61,39
90494,918,Kerry Jernigan,West,California,Rancho Cucamonga,91730,Corporate,Medium,Express Air,Office Supplies,Envelopes,Small Box,Jet-Pak Recycled Peel 'N' Seal Padded Mailers,9/24/2011,9/25/2011,0.1,35.89,3.59,32.30,14.72,21
90495,918,Kerry Jernigan,West,California,Rancho Cucamonga,91730,Corporate,High,Delivery Truck,Furniture,Bookcases,Jumbo Box,"Bush Westfield Collection Bookcases, Dark Cherry Finish, Fully Assembled",2/20/2012,2/21/2012,0.08,100.98,8.08,92.90,57.38,9
90496,918,Kerry Jernigan,West,California,Rancho Cucamonga,91730,Consumer,Critical,Regular Air,Office Supplies,Paper,Small Box,Xerox 1984,7/2/2012,7/3/2012,0.07,6.48,0.45,6.03,8.74,7
90499,918,Kerry Jernigan,West,California,Rancho Cucamonga,91730,Consumer,Critical,Regular Air,Office Supplies,Paper,Small Box,Xerox 4200 Series MultiUse Premium Copy Paper (20Lb. and 84 Bright),10/25/2013,10/26/2013,0.08,5.28,0.42,4.86,5.66,20
90492,919,Tracy Livingston,West,California,Redding,96003,Consumer,High,Regular Air,Office Supplies,"Scissors, Rulers and Trimmers",Small Pack,Acme® Elite Stainless Steel Scissors,4/12/2010,4/12/2010,0.1,8.34,0.83,7.51,2.64,6
90495,919,Tracy Livingston,West,California,Redding,96003,Corporate,High,Regular Air,Office Supplies,Appliances,Small Box,Kensington 6 Outlet SmartSocket Surge Protector,2/20/2012,2/21/2012,0.04,40.98,1.64,39.34,7.2,12
90496,919,Tracy Livingston,West,California,Redding,96003,Consumer,Critical,Delivery Truck,Technology,Office Machines,Jumbo Drum,Lexmark 4227 Plus Dot Matrix Printer,7/2/2012,7/4/2012,0.01,2036.48,20.36,2016.12,14.7,1
90497,919,Tracy Livingston,West,California,Redding,96003,Consumer,Medium,Regular Air,Technology,Telephones and Communication,Small Box,2190,10/30/2012,11/1/2012,0.09,65.99,5.94,60.05,5.63,16
90491,920,Jessie Kelly,West,California,Redlands,92374,Corporate,Low,Regular Air,Technology,Computer Peripherals,Small Box,Logitech Access Keyboard,3/27/2010,4/1/2010,0.1,15.98,1.60,14.38,4,9
90492,920,Jessie Kelly,West,California,Redlands,92374,Consumer,High,Regular Air,Office Supplies,Binders and Binder Accessories,Small Box,"Fellowes Twister Kit, Gray/Clear, 3/pkg",4/12/2010,4/14/2010,0.03,8.04,0.24,7.80,8.94,9
90494,920,Jessie Kelly,West,California,Redlands,92374,Corporate,Medium,Regular Air,Office Supplies,Binders and Binder Accessories,Small Box,Round Ring Binders,9/24/2011,9/26/2011,0.03,2.08,0.06,2.02,1.49,20
90498,920,Jessie Kelly,West,California,Redlands,92374,Consumer,High,Delivery Truck,Technology,Office Machines,Jumbo Drum,Epson DFX-8500 Dot Matrix Printer,4/12/2013,4/14/2013,0.08,2550.14,204.01,2346.13,29.7,1
87135,922,Dolores Abrams,West,California,Rancho Cucamonga,91730,Small Business,Not Specified,Express Air,Technology,Telephones and Communication,Small Box,5180,5/20/2010,5/21/2010,0.01,65.99,0.66,65.33,8.99,14
87136,922,Dolores Abrams,West,California,Rancho Cucamonga,91730,Small Business,Low,Regular Air,Office Supplies,Binders and Binder Accessories,Small Box,Ibico EB-19 Dual Function Manual Binding System,1/13/2011,1/15/2011,0.1,172.99,17.30,155.69,19.99,13
87140,922,Dolores Abrams,West,California,Rancho Cucamonga,91730,Small Business,Medium,Regular Air,Office Supplies,Paper,Wrap Bag,Rediform S.O.S. Phone Message Books,9/12/2012,9/14/2012,0.05,4.98,0.25,4.73,0.8,13
87140,922,Dolores Abrams,West,California,Rancho Cucamonga,91730,Small Business,Medium,Regular Air,Technology,Telephones and Communication,Small Box,8860,9/12/2012,9/14/2012,0.08,65.99,5.28,60.71,5.26,5
87137,923,Dana Heller,West,California,Redding,96003,Small Business,Medium,Regular Air,Technology,Office Machines,Small Box,AT&T 1430 2.4GHz Analog Phone w/Caller ID,5/28/2011,5/28/2011,0.02,40.99,0.82,40.17,8.97,17
87144,923,Dana Heller,West,California,Redding,96003,Small Business,High,Express Air,Office Supplies,Storage & Organization,Small Box,Economy Rollaway Files,7/4/2013,7/6/2013,0.04,165.2,6.61,158.59,19.99,13
87143,924,Sue Stevenson,West,California,Redlands,92374,Small Business,Medium,Regular Air,Technology,Computer Peripherals,Small Pack,"Memorex 'Cool' 80 Minute CD-R Spindle, 25/Pack",5/28/2013,5/29/2013,0.09,17.48,1.57,15.91,1.99,12
87134,925,Ruth Dudley,East,Maine,Augusta,4330,Small Business,Critical,Regular Air,Office Supplies,Rubber Bands,Wrap Bag,Advantus Push Pins,4/6/2010,4/6/2010,0.03,2.18,0.07,2.11,1.38,7
87138,925,Ruth Dudley,East,Maine,Augusta,4330,Small Business,Medium,Regular Air,Office Supplies,Binders and Binder Accessories,Small Box,GBC DocuBind 200 Manual Binding Machine,10/13/2011,10/15/2011,0.07,420.98,29.47,391.51,19.99,1
87139,926,Rose Starr,East,Massachusetts,Pepperell,1463,Small Business,Medium,Regular Air,Technology,Computer Peripherals,Small Box,Zoom V.92 V.44 PCI Internal Controllerless FaxModem,10/31/2011,11/2/2011,0.07,39.99,2.80,37.19,10.25,10
87141,927,Alvin Frost,East,New Hampshire,Salem,3079,Small Business,Not Specified,Regular Air,Office Supplies,Paper,Small Box,Xerox 1963,12/30/2012,12/31/2012,0.09,5.28,0.48,4.80,8.16,15
87136,928,Jan Massey,East,New Jersey,Carteret,7008,Small Business,Low,Regular Air,Office Supplies,Pens & Art Supplies,Wrap Bag,Newell 342,1/13/2011,1/15/2011,0.04,3.28,0.13,3.15,3.97,11
87134,929,Calvin Conway,East,New Jersey,Old Bridge,8857,Small Business,Critical,Delivery Truck,Furniture,Bookcases,Jumbo Box,"Rush Hierlooms Collection 1"" Thick Stackable Bookcases",4/6/2010,4/8/2010,0.01,170.98,1.71,169.27,35.89,10
87142,930,Ethel Curry,East,New Jersey,Orange,7050,Small Business,Critical,Regular Air,Furniture,Office Furnishings,Medium Box,DAX Cubicle Frames - 8x10,4/6/2013,4/6/2013,0.05,5.77,0.29,5.48,5.92,10
87145,931,Norma Hull,East,New Jersey,Paterson,7501,Small Business,Medium,Regular Air,Office Supplies,Paper,Small Box,Xerox 1893,7/19/2013,7/20/2013,0.07,40.99,2.87,38.12,17.48,4
87139,932,Bobby Walker,East,Rhode Island,Woonsocket,2895,Small Business,Medium,Express Air,Technology,Telephones and Communication,Small Box,6120,10/31/2011,11/1/2011,0.06,65.99,3.96,62.03,8.8,1
87141,933,Mark Puckett,East,Vermont,Bennington,5201,Small Business,Not Specified,Regular Air,Technology,Computer Peripherals,Small Pack,"Imation 3.5 IBM Formatted Diskettes, 10/Box",12/30/2012,1/1/2013,0.08,8.32,0.67,7.65,2.38,22
87139,934,Greg McKinney,East,Vermont,Colchester,5439,Small Business,Medium,Delivery Truck,Furniture,Tables,Jumbo Box,Anderson Hickey Conga Table Tops & Accessories,10/31/2011,11/1/2011,0,15.23,0.00,15.23,27.75,4
90588,936,Robyn Garner,West,California,Redlands,92374,Corporate,Critical,Express Air,Office Supplies,Paper,Wrap Bag,"Adams Telephone Message Books, 5 1/4” x 11”",2/17/2010,2/19/2010,0.05,6.04,0.30,5.74,2.14,1
90589,936,Robyn Garner,West,California,Redlands,92374,Corporate,Not Specified,Regular Air,Office Supplies,Paper,Small Box,Xerox 1983,12/27/2010,12/27/2010,0.05,5.98,0.30,5.68,5.46,17
90590,936,Robyn Garner,West,California,Redlands,92374,Corporate,Not Specified,Regular Air,Office Supplies,Paper,Wrap Bag,"Wirebound Message Books, Four 2 3/4"" x 5"" Forms per Page, 600 Sets per Book",7/26/2011,7/27/2011,0.02,9.27,0.19,9.08,4.39,5
90589,937,Kelly Shaw,West,California,Redondo Beach,90278,Corporate,Not Specified,Regular Air,Technology,Telephones and Communication,Small Box,StarTAC 7760,12/27/2010,12/28/2010,0.01,65.99,0.66,65.33,3.99,3
90591,937,Kelly Shaw,West,California,Redondo Beach,90278,Corporate,Medium,Express Air,Technology,Telephones and Communication,Small Box,T65,10/6/2012,10/7/2012,0.04,195.99,7.84,188.15,4.2,3
90592,937,Kelly Shaw,West,California,Redondo Beach,90278,Corporate,Medium,Regular Air,Furniture,Office Furnishings,Small Pack,"Executive Impressions 13-1/2"" Indoor/Outdoor Wall Clock",11/29/2012,12/1/2012,0.08,18.7,1.50,17.20,8.99,11
90592,937,Kelly Shaw,West,California,Redondo Beach,90278,Corporate,Medium,Regular Air,Office Supplies,Pens & Art Supplies,Wrap Bag,Newell 323,11/29/2012,12/1/2012,0.05,1.68,0.08,1.60,1.57,21
90849,939,Jessie Goldberg,East,Connecticut,Bristol,6010,Home Office,High,Regular Air,Technology,Computer Peripherals,Small Box,Belkin MediaBoard 104- Keyboard,9/3/2013,9/4/2013,0.01,27.48,0.27,27.21,4,15
90844,940,Albert Maxwell,East,Connecticut,New Milford,6776,Home Office,Low,Delivery Truck,Furniture,Bookcases,Jumbo Box,"Bush Westfield Collection Bookcases, Fully Assembled",4/14/2010,4/19/2010,0.09,100.98,9.09,91.89,35.84,4
90847,941,Nicole Jacobson,East,Massachusetts,South Boston,2127,Consumer,Not Specified,Regular Air,Furniture,Tables,Large Box,"Lesro Sheffield Collection Coffee Table, End Table, Center Table, Corner Table",2/5/2013,2/7/2013,0.04,71.37,2.85,68.52,69,10
90848,941,Nicole Jacobson,East,Massachusetts,South Boston,2127,Home Office,Medium,Regular Air,Office Supplies,Pens & Art Supplies,Wrap Bag,"Sanford Colorific Colored Pencils, 12/Box",8/23/2013,8/24/2013,0.05,2.88,0.14,2.74,1.01,23
90845,942,Jackie Neal,East,Massachusetts,Worcester,1605,Home Office,Not Specified,Regular Air,Office Supplies,Paper,Small Box,"Eureka Recycled Copy Paper 8 1/2"" x 11"", Ream",10/19/2011,10/21/2011,0.07,6.48,0.45,6.03,5.94,5
90846,943,Howard Elliott,East,New Hampshire,Derry,3038,Home Office,Low,Regular Air,Furniture,Tables,Large Box,Hon 2111 Invitation™ Series Corner Table,11/25/2011,11/29/2011,0.09,209.37,18.84,190.53,69,17
86567,945,Stephanie Sun Perry,West,California,Saratoga,95070,Home Office,Not Specified,Regular Air,Office Supplies,Binders and Binder Accessories,Small Box,GBC Wire Binding Strips,9/6/2010,9/6/2010,0.03,31.74,0.95,30.79,12.62,3
86569,945,Stephanie Sun Perry,West,California,Saratoga,95070,Home Office,Low,Regular Air,Furniture,Office Furnishings,Large Box,Deflect-o DuraMat Antistatic Studded Beveled Mat for Medium Pile Carpeting,11/20/2011,11/20/2011,0.04,105.34,4.21,101.13,24.49,13
86570,945,Stephanie Sun Perry,West,California,Saratoga,95070,Home Office,Low,Regular Air,Furniture,Office Furnishings,Small Box,Eldon Expressions Mahogany Wood Desk Collection,11/14/2012,11/14/2012,0.06,6.24,0.37,5.87,5.22,14
86571,945,Stephanie Sun Perry,West,California,Saratoga,95070,Home Office,High,Regular Air,Office Supplies,Rubber Bands,Wrap Bag,Plymouth Boxed Rubber Bands by Plymouth,4/7/2013,4/8/2013,0.02,4.71,0.09,4.62,0.7,1
86572,945,Stephanie Sun Perry,West,California,Saratoga,95070,Home Office,Medium,Delivery Truck,Furniture,Tables,Jumbo Box,Bretford CR8500 Series Meeting Room Furniture,4/10/2013,4/12/2013,0.01,400.98,4.01,396.97,42.52,5
86566,946,Denise Parks,East,Maine,Auburn,4210,Home Office,Critical,Express Air,Furniture,Office Furnishings,Medium Box,Eldon ClusterMat Chair Mat with Cordless Antistatic Protection,9/1/2010,9/2/2010,0.09,90.98,8.19,82.79,56.2,20
86565,947,Dorothy Buchanan,East,New Jersey,Bayonne,7002,Home Office,Critical,Express Air,Furniture,Office Furnishings,Wrap Bag,Coloredge Poster Frame,7/11/2010,7/13/2010,0.08,14.2,1.14,13.06,5.3,5
86568,948,Rosemary Giles Case,East,Rhode Island,East Providence,2914,Home Office,High,Regular Air,Furniture,Office Furnishings,Medium Box,"Tenex Traditional Chairmats for Medium Pile Carpet, Standard Lip, 36"" x 48""",7/20/2011,7/21/2011,0.05,60.65,3.03,57.62,12.23,9
9285,949,Ernest Oh,West,California,Los Angeles,90049,Consumer,Critical ,Regular Air,Office Supplies,Binders and Binder Accessories,Small Box,"Avery Trapezoid Ring Binder, 3"" Capacity, Black, 1040 sheets",1/2/2010,1/4/2010,0.06,40.98,2.46,38.52,2.99,3
8257,949,Ernest Oh,West,California,Los Angeles,90049,Consumer,Low,Regular Air,Office Supplies,Paper,Small Box,Xerox 1910,3/22/2010,3/26/2010,0.02,48.04,0.96,47.08,5.09,18
